Several Niagara Falls area attractions are reopening after the COVID-19 shutdown,Travel_Open,,
REOPENING CANADA: Tourism industry embraces safety and staycations,Travel_Open,,
"REOPENING CANADA: Border closure may forever alter the way we travel, do business",Travel_open,,
Niagara Falls tourism officials encourage patience during reopening process,Travel_Open,,
"COVID-19 Changes: Great Lakes parks and tourist spots are closing, remaining open and waiting for summer",Travel_Open,,
"Increased border traffic likely as Canada, U.S. economies reopen: Freeland",Travel_Open,,
Travel Alert: Important Information Regarding COVID-19 Preventative Measures and Repatriation Flights. (2 July 2020),Travel_Open,,
EU reopens to outside visitors; Costa Rica and U.S. not on list of approved countries,Travel_Open,,
When Can I Travel to Costa Rica? Borders Will Reopen to Some Travellers on August 1,Travel_Open,,
Costa Rica Plans to Reopen Borders for International Tourism this July 1st,Travel_Open,,
"United Airlines adding about 25,000 flights in August, including Houston routes",Travel_Open,,
"Costa Rica lifting more coronavirus measures: Will open beaches, national parks",Travel_Open,,
Costa Rica Halts Reopening as Coronavirus Infections Rise,Travel_Open,,
Tourists enter reopened Grand Canyon National Park despite coronavirus concerns,Travel_Open,,
"As National Parks Reopen, Nearby Businesses Play It Safe",Travel_Open,,
Grand Canyon reopening: Everything you need to know,Travel_Open,,
"Millions visit Grand Canyon, but 2,500 who live there stand to be most hurt by coronavirus",Travel_Open,,
Yellowstone and Grand Canyon partially reopening,Travel_Open,,
Trump plans to reopen national parks as coronavirus restrictions ease,Travel_Open,,
National parks are reopening from coronavirus closures. Here's what to know,Travel_Open,,
Sequoia & Kings Canyon to start reopening amid coronavirus,Travel_Open,,
Grand Canyon's North Rim is set to reopen after Mangum Fire. Here's what to know if you go,Travel_Open,,
Thousands are crowding into free national parks. And workers are terrified of coronavirus.,Travel_Open,,
"Tribal leaders, advocates question reopening at Grand Canyon, other parks",Travel_Open,,
"As National Parks Reopen, What to Consider Before You Go",Travel_Open,,
Grand Canyon to reopen with restrictions,Travel_Open,,
"EU May Ban Travel from US as it Reopens Borders, Citing Coronavirus Failures",Travel_Open,,
Spain-Portugal reopen border; South Korea reports uptick in coronavirus cases,Travel_Open,,
"COVID-19 Reopening Staycations: EU Bars US Travelers, New York Restricts California Visitors",Travel_Open,,
5 Caribbean Vacation Destinations Reopening This Summer,Travel_Open,,
Live Coronavirus Updates: Miami Reverses Course on Reopening,Travel_Open,,
U.S. States Backtrack on Reopening as Coronavirus Cases Climb,Travel_Open,,
Puerto Rico Rolls Back Its Tourism Reopening Due to Spike in COVID-19 Cases,Travel_Open,,
"Myrtle Beach reopened to survive the summer. Now, it’s a coronavirus ‘petri dish.’",Travel_Open,,
Paris' famed Louvre museum reopens after coronavirus fears,Travel_Open,,
Coronavirus: Pubs and hairdressers reopen as England's lockdown eases,Travel_Open,,
"International Flights on July 20: Air India to Fly Repatriation Flights to London, Singapore From These India",Travel_Open,,
"Hana and Piilani highways reopen to nonresident traffic | News, Sports, Jobs",Travel_Open,,
"State set to reopen Hana Highway to public | News, Sports, Jobs",Travel_Open,,
"Ige: State planning a cautious reopening | News, Sports, Jobs",Travel_Open,,
Mauiâ€™s mayor urges Gov. Ige to delay reopening Hana Highway,Travel_Open,,
"Hana Highway reopens, traffic management plan in the works",Travel_Open,,
Tokyo Disney parks reopen after 4-month closure due to coronavirus,Travel_Open,,
Little Tokyo Small Businesses Reopening After Covid,Travel_Open,,
Tokyo Disney parks to reopen on July 1 after four-month closure,Travel_Open,,
Tokyo's Ueno zoo reopens after 4-month coronavirus closure,Travel_Open,,
"Starlight Social Club will not reopen after COVID-19 pandemic, owner confirms",Travel_Open,,
Japan ends its COVID-19 state of emergency,Travel_Open,,
Coronavirus: State of emergency lifted in most of Japan,Travel_Open,,
Tokyo's bars and restaurants stay open despite coronavirus curbs,Travel_Open,,
"Tokyo Disneyland, Universal Studios Japan extend park closures over coronavirus",Travel_Open,,
Egypt reopens airports and welcomes tourists to pyramids after COVID closure,Travel_Open,,
Fancy a holiday? Egypt is reopening with precautions,Travel_Open,,
Africa starts opening airspace even as COVID-19 cases climb,Travel_Open,,
Covid-19: Border opens again for Sudanese stranded in Egypt,Travel_Open,,
Baghdad airport reopens as coronavirus cases approach 100000,Travel_Open,,
Egypt plans to open borders to tourists amid COVID-19,Travel_Open,,
"After a Long Hiatus, EgyptAir to Resume International Flights to 29 Destinations",Travel_Open,,
"Etihad confirms additional flights to eight countries, including India, Egypt and Germany, starting July 16",Travel_Open,,
Egypt tries to restart tourism during coronavirus pandemic,Travel_Open,,
Coronavirus: Egypt gradually reopens hotels to prevent collapse of tourism sector,Travel_Open,,
"Egypt to Reopen All Airports on July 1, Aviation Minister Says",Travel_Open,,
Egypt to reopen tourist destinations less hard-hit by virus,Travel_Open,,
Egypt Reopening Borders For Tourism July 1,Travel_Open,,
"What's open, closed: Southern California beaches, parks, trails",Travel_Open,,
"July 4th 2020: What's open and closed at beaches, parks, trails",Travel_Open,,
"California reopening: Here's what's open or closed in LA, OC, IE, VC",Travel_Open,,
"California Coronavirus: Live Updates On Reopening, Orders, Cases",Travel_Open,,
England Keeps Travel Quarantine in Place for U.S. Visitors,Travel_Open,,
The U.S. Airport That’s Buzzing as Covid Shuts Down World Travel,Travel_Open,,
"EU states agree coronavirus standards for air travel, says Germany",Travel_Open,,
Travel corridors: All the countries UK holidaymakers can visit this summer,Travel_Open,,
"Across Europe, Reopening Borders in Time for Summer",Travel_Open,,
How Germany plans to gradually reopen its economy after a weekslong coronavirus shutdown,Travel_Open,,
Coronavirus: Germany warns of tourism risks ahead of border reopening,Travel_Open,,
"Germany makes plans to reopen borders, as Europeans eye summer travel",Travel_Open,,
Coronavirus latest: Europe opens up for tourism,Travel_Open,,
Coronavirus in Europe: Germany and Austria reopen restaurants as new normal beckons,Travel_Open,,
Coronavirus as it happened: German ministers aim to reopen restaurants within 2 weeks,Travel_Open,,
DAILY BRIEFING – Con Pane to reopen at Liberty Station California Taco Club opens in Pacific Beach Bali Hai serves Mai Tais to-go,Travel_Open,,
Thailand plans to allow some foreign travellers in next week,Travel_Open,,
Thailand Begins Tourism Reopening and COVID-19 Vaccine Trials,Travel_Open,,
Tourism Minister Wants to Revive Coronavirus ‘Travel Bubble’,Travel_Open,,
Thailand to lift ban on international flights Wednesday,Travel_Open,,
Baghdad airport reopens after March closure,Travel_Open,,
Thailand Reopening To Tourists: Everything You Need To Know,Travel_Open,,
"Thailand is reopening, but will Bangkok’s red-light district stay dark?",Travel_Open,,
Why Thailand Has No Plans to Reopen for Tourists This Summer (Video),Travel_Open,,
"Coronavirus: Germany Keeps Croatia on ""Safe List""",Travel_Open,,
Spain's Coronavirus Reopening Stumbles as Cases Rise Among Young People,Travel_Open,,
"EU agrees to reopen borders to 14 countries, extends travel ban for US tourists",Travel_Open,,
EU Agrees on Germany's Coronavirus Proposal for Air Travel,Travel_Open,,
"EU hopes to reopen borders in July, UK medics' warning and German districts in lockdown: COVID-19 daily bulletin",Travel_Open,,
Europe Reopening For Tourism: Countries Officially Open,Travel_Open,,
Coronavirus: UK to open up European holidays from 6 July,Travel_Open,,
"India to Launch 'Air Bubble' Flights to US, UAE, France, Germany",Travel_Open,,
"India allows France to resume limited flights, talks on with Germany",Travel_Open,,
Coronavirus latest: Europe reopens borders for summer travel,Travel_Open,,
"Across Europe, Reopening Borders in Time for Summer",Travel_Open,,
A Country-by-country Guide to Europe's Reopening,Travel_Open,,
Germany aims to reopen borders,Travel_Open,,
"For Much of Europe, Reopening Day Is Here",Travel_Open,,
"Indonesia’s island, Bali begins to reopen after 3-month coronavirus lockdown",Travel_Open,,
How Countries in Asia Are Reopening Amid Travel Restrictions,Travel_Open,,
"EU agrees to reopen borders to 14 countries, extends travel ban for US tourists",Travel_Open,,
Commentary: Indonesia is reopening for business even with record high COVID-19 infections,Travel_Open,,
EU recommends lifting travel restrictions on 15 countries from July 1,Travel_Open,,
India slowly resuming global flights with air bubble deals,Travel_Open,,
Holiday island of Bali set to reopen in August but fears of virus persist,Travel_Open,,
Phase two of Singapore's Covid-19 reopening will likely stay in place for months,Travel_Open,,
Bali plans to reopen for tourism in July as frustration grows over Indonesia's COVID-19 response,Travel_Open,,
Which countries are open for summer travel? Here's the list,Travel_Open,,
"Coronavirus: Hotels can open for staycations again, Singapore News & Top Stories",Travel_Open,,
Indonesia eyes 'travel bubble' for 4 Asia-Pacific nations,Travel_Open,,
Tropical Bali looking to reopen to tourists in October,Travel_Open,,
Bali reopens for business: Holiday island plans to invite tourists to return in June,Travel_Open,,
"Indonesia resumes domestic air travel, coronavirus cases jump",Travel_Open,,
Shanghai to Chengdu: China’s cinemas begin to reopen after six-month coronavirus closure,Travel_Open,,
Tokyo Disney parks reopen after 4-month closure due to coronavirus,Travel_Open,,
'A very special moment': Shanghai Disneyland reopens with precautions after coronavirus shutdown,Travel_Open,,
"No coronavirus screenings at Sydney Airport for passengers arriving from Melbourne, despite outbreak",Travel_Open,,
Don't forget a COVID-kit! Select campgrounds reopen in national parks,Travel_Open,,
Albertans flock to national parks amid province's COVID-19 reopening,Travel_Open,,
Coronavirus: Banff National Park prepares for June 1 reopening,Travel_Open,,
Banff ‘ready to welcome visitors back’ as Alberta eases COVID-19 restrictions,Travel_Open,,
Banff National Park reopens to day-use visitors,Travel_Open,,
Banff National Park reopening with limited access next month | News,Travel_Open,,
Banff Officially Reopens To Alberta Tourists,Travel_Open,,
Florence Nightingale Museum to re-open after Covid-19 closure scare,Travel_Open,,
"Grandpa's Store and Grill prepares to reopen following Florence, COVID-19",Travel_Open,,
"Core Sound museum reopens following Florence damage, COVID-19 delays",Travel_Open,,
Florence Griswold Museum reopening with landscapes exhibition July 7,Travel_Open,,
Florence Nightingale museum will reopen after fears coronavirus could force it to permanently close,Travel_Open,,
"As National Parks Reopen, Nearby Restaurants Worry About the Coronavirus",Travel_Open,,
'Not a mask in sight': thousands flock to Yellowstone as park reopens,Travel_Open,,
Yellowstone National Park reopens | Coronavirus | kulr8.com,Travel_Open,,
Coronavirus live update: San Francisco Zoo allowed to open as reopening pause continues for other businesses,Travel_Open,,
San Francisco Museums Get Green Light To Reopen June 29,Travel_Open,,
Humberside Airport announces flights to popular European destination,Travel_Open,,
"Limited flights to Madrid, Paris and Amsterdam restart in Argentina",Travel_Open,,
London City Airport resumes popular Amsterdam link following coronavirus shutdown,Travel_Open,,
Many zoos to remain open to the public with coronavirus restrictions,Travel_Open,,
Just-Reopened Amsterdam Warns It Will Shut Down Hotels If Too Many Tourists Come,Travel_Open,,
"No coronavirus screenings at Sydney Airport for passengers arriving from Melbourne, despite outbreak",Travel_Open,,
Coronavirus Australia updates July 10: Remdesivir approved for use in Australia; Victoria records 288 cases; Possible community transmission at Sydney pub; International arrivals slashed; Review of hotel quarantine; Queensland border reopens,Travel_Open,,
VIDEO: Atlantic bubble travellers line up at North Sydney’s Marine Atlantic terminal after travel restrictions lifted,Travel_Open,,
Coronavirus: 'Travel bubble' plan to help kick-start flights,Travel_Open,,
Why the NSW border won't shut despite a spike in Victorian coronavirus cases,Travel_Open,,
SA borders to reopen on July 20 as easing of coronavirus restrictions accelerated,Travel_Open,,
Dubai reopens to tourists: 'We have to be realistic' but 'confident' on sector rebound,Travel_Open,,
Dubai Will Reopen to International Travelers on July 7 — What to Know,Travel_Open,,
26 destinations that are reopening to American tourists,Travel_Open,,
Coronavirus: Dubai hotels upbeat as emirate welcomes first tourists,Travel_Open,,
"Citizens from these countries are eligible to travel to EU by July 1, 2020",Travel_Open,,
COVID-19: Tourists touch down in Dubai boosting confidence in the travel market,Travel_Open,,
Coronavirus: Qatar says citizens and permanent residents can travel and return anytime,Travel_Open,,
Coronavirus: UK opens up travel to 60 countries,Travel_Open,,
Dubai introduces strict new rules for July 7 reopening,Travel_Open,,
Canada-U.S. border to remain closed to non-essential travel for another month,Travel_close,,
"Coronavirus: What’s closed, cancelled, postponed in Hamilton, Burlington and Niagara due to COVID-19",Travel_close,,
Canada-U.S. border now closed to non-essential travel,Travel_close,,
"US, Canada banning most cross-border travel",Travel_close,,
Costa Rica declares State of Emergency due to coronavirus; will close borders to foreigners and non-residents,Travel_close,,
Costa Rica likely to extend border restrictions; beaches remain closed,Travel_close,,
Costa Rica reaches 35 cases of coronavirus; all bars and nightclubs ordered to close,Travel_close,,
Costa Rica begins lifting coronavirus restrictions today. But many businesses are staying closed,Travel_close,,
Grand Canyon National Park closes due to coronavirus,Travel_close,,
Grand Canyon's North Rim is closed indefinitely due to coronavirus. Here's what we know,Travel_close,,
Grand Canyon National Park Closed Temporarily Due To Coronavirus,Travel_close,,
Grand Canyon West closes in response to coronavirus pandemic,Travel_close,,
"Coronavirus hotel closings, openings in Arizona: Andaz Scottsdale and Gila River reopen",Travel_close,,
Arizona congressman asks for Grand Canyon to be closed to help prevent COVID-19 spread,Travel_close,,
New York imposes travel restrictions on visitors from Texas,Travel_close,,
"Coronavirus: U.S., Canadian border to remain closed through July 21 to non-essential travel",Travel_close,,
Europe Travel Ban on U.S. Visitors Would Be a Blow to Airlines,Travel_close,,
Paris shuts down famed Louvre museum as coronavirus epidemic spreads,Travel_close,,
Coronavirus: Japan to declare emergency as Tokyo cases soar,Travel_close,,
U.S. States Backtrack on Reopening as Coronavirus Cases Climb,Travel_close,,
Egypt to shut airports due to coronavirus | Mena – Gulf News,Travel_close,,
